f1,f2,m1,m2,damage
6.9537,14.904,0.9988738010843771,0.9904062104032517,7
6.8477,14.668,0.999313237122348,0.9929119236785826,7
6.8697,14.74,0.998901569261545,0.9906017911878908,7
6.786,14.528,0.9990829655562617,0.9915603763434293,7
6.8847,14.85,0.9981957861195255,0.9869741888150008,7
6.768,14.603,0.9989529436324687,0.9910193512283054,7
6.8427,14.785,0.9976623587020692,0.9842955334687168,7
6.7171,14.473,0.9984333174379013,0.9882056832316436,7
6.7,14.483,0.9983386138702208,0.9877652406297168,7
6.6288,14.319,0.9985525102755245,0.9888853206407078,8
6.5992,14.261,0.9983708120957937,0.9879379772150465,8
6.6634,14.44,0.9969397222089385,0.9807799114369239,8
6.5895,14.275,0.9973348379833201,0.9827281103491243,8
6.5802,14.29,0.9968780751012695,0.9805143610531458,8
6.5807,14.348,0.9963423039702833,0.9779404406937919,8
6.5166,14.222,0.9967328425434516,0.9798113727092237,8
6.585,14.48,0.9949227010295809,0.9711490061188153,8
6.4855,14.189,0.9953515131728975,0.9732262203574087,8
6.4472,14.14,0.9953301248955514,0.9731015668643026,8
6.4075,14.072,0.9951474971099047,0.9722260921494101,8
6.4158,14.156,0.9940092726581404,0.9668348487729874,8
6.3601,14.024,0.9938742743253067,0.9662239193136174,8
6.2742,13.791,0.9942620770865289,0.9680871825503313,8
6.2923,13.905,0.9925624599389307,0.9601060134449865,8
6.2417,13.81,0.9925259556925295,0.9599148661531322,8
6.2024,13.745,0.9920204732229361,0.9575413770576324,8
6.1477,13.657,0.9923742560719024,0.9590960795981116,8
6.1334,13.673,0.9910258101740416,0.9527711382088405,8
6.1259,13.714,0.9891196898298106,0.943817643018438,8
6.0885,13.697,0.9890161195479088,0.9431087387188113,9
6.0552,13.66,0.9878224770046812,0.9374447318279638,9
5.9982,13.565,0.9880885526241162,0.9385096529053074,9
5.9413,13.449,0.9877201763213563,0.9367458790738524,9
5.9508,13.61,0.9851263336466075,0.923939803703987,9
5.8893,13.485,0.9849295154668589,0.9229018589081561,9
5.8534,13.465,0.9834327536200623,0.9154526834592772,9
5.7779,13.294,0.9840472712464312,0.9182910842510271,9
5.7438,13.293,0.9823792095423253,0.90981787604519,9
5.7082,13.304,0.9810685707298814,0.9027283988084348,9
5.6326,13.108,0.9802483567530643,0.8989564025221534,9
5.566,12.967,0.9794205049421976,0.8947965862601842,9
5.5505,13.099,0.9767213001945464,0.8797749200218398,9
5.4825,12.977,0.9764146293697109,0.8777516448635079,9
5.4191,12.866,0.9748212005524848,0.8692265836889291,9
5.362,12.811,0.9736181400752063,0.8619655873694705,9
5.2869,12.664,0.9732626755468522,0.8595800110502474,9
5.2184,12.554,0.9719451158224036,0.8518721136264801,9
5.1635,12.54,0.9703029694867886,0.8411594368091883,9
5.0944,12.45,0.9689516767436721,0.8323785016900376,9
