f1,f2,MAC1,MAC2,LABEL
5.8416,13.302,0.9996254779,0.9953640504,1
5.8403,13.301,0.9996449800,0.9946362936,1
5.796,13.194,0.9996730322,0.9953773615,1
5.7925,13.154,0.9995823484,0.9944236813,1
5.8158,13.164,0.9994039002,0.9920149845,1
5.8605,13.232,0.9992344962,0.9878533944,1
5.7608,13.018,0.9994035540,0.9921991914,1
5.7474,12.958,0.9992955700,0.9913854136,1
5.7634,12.995,0.9993081844,0.9890929884,1
5.7461,12.925,0.9992000888,0.9883571636,1
5.7467,12.862,0.9988968428,0.9840709160,2
5.6983,12.743,0.9989101032,0.9856751650,2
5.7016,12.741,0.9988904188,0.9831954842,2
5.699,12.712,0.9987878162,0.9807991121,2
5.6072,12.553,0.9991644282,0.9862883176,2
5.6453,12.57,0.9987653767,0.9803602584,2
5.6421,12.518,0.9985077501,0.9776687830,2
5.65,12.488,0.9981888913,0.9733879800,2
5.6025,12.365,0.9981263451,0.9754750934,2
5.636,12.392,0.9977698639,0.9673266073,2
5.5966,12.298,0.9977898104,0.9685218732,2
5.5509,12.196,0.9978710740,0.9704543317,2
5.5598,12.164,0.9974502703,0.9649199879,2
5.5225,12.075,0.9974743033,0.9656778689,2
5.5291,12.065,0.9973291519,0.9590789995,2
5.5262,12.004,0.9968185230,0.9544271786,2
5.4914,11.906,0.9966462610,0.9550763550,2
5.4748,11.848,0.9965070587,0.9517195138,2
5.4477,11.777,0.9964664237,0.9500313820,2
5.3969,11.613,0.9959761550,0.9469222730,3
5.4123,11.597,0.9954729336,0.9348841410,3
5.3763,11.508,0.9954261848,0.9345533233,3
5.3514,11.408,0.9947685311,0.9340384643,3
5.3303,11.347,0.9947083641,0.9285695495,3
5.2651,11.237,0.9953045191,0.9330036963,3
5.2718,11.161,0.9938219481,0.9267081905,3
5.2822,11.126,0.9929953525,0.9123850166,3
5.2252,11.002,0.9929646063,0.9187807467,3
5.1824,10.906,0.9929761616,0.9186937831,3
5.1848,10.857,0.9920913827,0.9051538005,3
5.1515,10.772,0.9919622661,0.9000795894,3
5.1341,10.688,0.9909025635,0.8952678364,3
5.1073,10.607,0.9905440923,0.8866746944,3
5.0546,10.483,0.9900077652,0.8953538908,3
5.0566,10.431,0.9888336299,0.8750265269,3
4.9584,10.265,0.9896013216,0.8974286405,3
4.9736,10.218,0.9873826193,0.8781730580,3
4.8869,10.068,0.9880632954,0.8933666586,3
4.8966,10.018,0.9859262524,0.8712891372,3
5.8357,13.509,0.9999796215,0.9999047620,4
5.8579,13.604,0.9999755612,0.9995606114,4
5.8522,13.596,0.9999690149,0.9993730230,4
5.8429,13.564,0.9999640512,0.9993303568,4
5.804,13.459,0.9999666293,0.9993778620,4
5.8358,13.504,0.9999375887,0.9993749655,4
5.8343,13.468,0.9999032037,0.9993672650,4
5.8015,13.457,0.9999367473,0.9987457680,4
5.7519,13.341,0.9999368790,0.9986206835,4
5.7824,13.339,0.9998998318,0.9991121063,4
5.7757,13.37,0.9999084855,0.9984176864,4
5.7414,13.244,0.9999019756,0.9988458669,4
5.761,13.316,0.9998819772,0.9981491577,4
5.7497,13.313,0.9998700167,0.9974738330,4
5.7058,13.176,0.9998783931,0.9979360084,4
5.7075,13.125,0.9998347813,0.9983102201,4
5.6952,13.103,0.9998309819,0.9979885007,4
5.6942,13.13,0.9998218907,0.9971522179,4
5.6468,12.999,0.9998316641,0.9973921935,4
5.657,12.985,0.9997547071,0.9970519039,5
5.635,12.906,0.9997273165,0.9971790876,5
5.6227,12.873,0.9997110995,0.9968782795,5
5.6066,12.873,0.9997243858,0.9958311183,5
5.5805,12.77,0.9996988128,0.9963449055,5
5.5698,12.727,0.9996646770,0.9961928230,5
5.5617,12.728,0.9996560821,0.9952966693,5
5.5386,12.686,0.9996494440,0.9945780315,5
5.5414,12.656,0.9995910157,0.9946752670,5
5.4871,12.549,0.9996237456,0.9940931591,5
5.5162,12.616,0.9995447437,0.9929093517,5
5.4999,12.563,0.9995157144,0.9926621723,5
5.4349,12.425,0.9995393316,0.9921609206,5
5.4523,12.426,0.9994740643,0.9922041429,5
5.4463,12.361,0.9993985882,0.9927146487,5
5.4222,12.313,0.9993923727,0.9919157521,5
5.38,12.16,0.9993571907,0.9929832175,5
5.401,12.208,0.9992590177,0.9916072199,5
5.2889,11.961,0.9994095106,0.9921278869,5
5.3544,12.065,0.9991176572,0.9898830697,6
5.3273,12.03,0.9991290717,0.9882353805,6
5.3003,11.929,0.9990782506,0.9886336363,6
5.2875,11.862,0.9989817450,0.9886164565,6
5.2786,11.853,0.9989373565,0.9869279044,6
5.2416,11.723,0.9988832644,0.9876143546,6
5.2408,11.756,0.9988329491,0.9846872312,6
5.2199,11.649,0.9987232143,0.9855220957,6
5.1791,11.549,0.9987247986,0.9849655797,6
5.1541,11.441,0.9986132132,0.9854357931,6
5.1266,11.397,0.9986161052,0.9835319104,6
5.1172,11.341,0.9984842239,0.9829223861,6
5.082,11.249,0.9984527164,0.9821787568,6
5.0659,11.194,0.9983544168,0.9809379232,6
5.0361,11.087,0.9982579165,0.9809568748,6
5.012,11.012,0.9981709976,0.9799261739,6
4.9849,10.926,0.9980822524,0.9790547083,6
4.9541,10.84,0.9980127527,0.9779156305,6
4.9583,10.788,0.9977334950,0.9770191563,6
5.9043,13.862,0.9998830660,0.9990339162,7
5.8614,13.703,0.9999358465,0.9995156985,7
5.9002,13.875,0.9998319171,0.9987982293,7
5.814,13.609,0.9998896766,0.9989314244,7
5.8435,13.732,0.9998082585,0.9984009207,7
5.8307,13.694,0.9998087129,0.9985320069,7
5.8089,13.628,0.9998185853,0.9986700944,7
5.8331,13.765,0.9996485506,0.9972455814,7
5.8375,13.819,0.9995189553,0.9961245984,7
5.8552,13.879,0.9994686601,0.9963555589,7
5.8156,13.793,0.9993946256,0.9951658121,7
5.7577,13.583,0.9995652331,0.9966760903,7
5.7667,13.652,0.9994111508,0.9954771871,7
5.7113,13.48,0.9994807652,0.9957588314,7
5.787,13.78,0.9991106571,0.9936289785,7
5.7319,13.564,0.9993587995,0.9958511982,7
5.7641,13.769,0.9988629652,0.9916176949,7
5.6876,13.491,0.9991685814,0.9939604989,7
5.6887,13.512,0.9990849670,0.9937650057,7
5.6245,13.326,0.9991247254,0.9940909080,8
5.6522,13.506,0.9985991837,0.9897283165,8
5.6109,13.37,0.9987216390,0.9908370158,8
5.6121,13.412,0.9985066607,0.9894473071,8
5.6259,13.494,0.9982414017,0.9881208688,8
5.5902,13.37,0.9983929874,0.9897244411,8
5.647,13.648,0.9976150145,0.9848242829,8
5.5629,13.379,0.9978575514,0.9853217702,8
5.5496,13.349,0.9978201070,0.9858541751,8
5.5285,13.311,0.9976823543,0.9849618274,8
5.5416,13.415,0.9971875245,0.9818807403,8
5.5007,13.302,0.9971829287,0.9816295151,8
5.4325,13.08,0.9974391803,0.9828989076,8
5.4454,13.2,0.9967704974,0.9781222536,8
5.4147,13.124,0.9967102198,0.9779240698,8
5.3893,13.077,0.9965140193,0.9765647991,8
5.3682,13.016,0.9965772518,0.9783969012,8
5.3606,13.059,0.9960171588,0.9743841241,8
5.3495,13.098,0.9953538137,0.9692277276,8
5.3194,13.093,0.9946443171,0.9657710140,9
5.2973,13.041,0.9946071072,0.9672324191,9
5.2573,12.942,0.9944976919,0.9665585090,9
5.278,13.122,0.9932569546,0.9592545222,9
5.2353,13.01,0.9931998745,0.9591980596,9
5.2109,12.998,0.9925985031,0.9552138456,9
5.1737,12.897,0.9926326553,0.9569474466,9
5.1532,12.904,0.9919354370,0.9528760525,9
5.1432,12.951,0.9911418359,0.9493742900,9
5.0749,12.762,0.9910796906,0.9470471406,9
5.0173,12.607,0.9910004516,0.9458564323,9
5.0298,12.78,0.9894363060,0.9380597320,9
4.992,12.706,0.9891302741,0.9376583341,9
4.9398,12.595,0.9886777536,0.9338933948,9
4.9137,12.595,0.9878473746,0.9303656034,9
4.8689,12.504,0.9875119947,0.9297112335,9
4.8213,12.417,0.9869634986,0.9266609776,9
4.7991,12.449,0.9858882433,0.9230839665,9
4.7581,12.406,0.9850296278,0.9191282795,9
