f1,f2,MAC1,MAC2,LABEL
5.5791,13.114,0.97744564257813,0.87932774312121,9
5.5108,12.993,0.97716295565566,0.87729720146753,9
5.4465,12.879,0.97565162982907,0.86897025534339,9
5.3917,12.839,0.97432282547101,0.86064364772531,9
5.3175,12.701,0.9738941346919,0.85767810084502,9
5.2483,12.589,0.97261970335176,0.84992495815401,9
5.1894,12.556,0.97130849325262,0.84071209255918,9
6.0738,13.73,0.98656098894862,0.92906751917618,9
5.9874,13.65,0.98555507483851,0.92347878021658,9
5.866,13.415,0.98511471338679,0.92099182505255,9
5.7384,13.318,0.98145781306185,0.90140092243663,9
5.4661,12.988,0.97487151238971,0.86401851095766,9
