46,4,ND,S1 low damage,S1 medium damage,S1 high damage,S2 low damage,S2 medium damage,S2 high damage,S3 low damage,S3 medium damage,S3 high damage
7.8932,20.521,1.0,1.0,0
7.8713,20.453,0.9999942624,0.999957006272,0
7.8472,20.377,0.999974727713,0.999801781044,0
7.8203,20.289,0.999937038134,0.999480030237,0
7.7904,20.188,0.999875341971,0.998906672222,1
7.7567,20.068,0.999781616985,0.997943391332,1
7.7186,19.924,0.999645433672,0.996359772645,1
7.6752,19.748,0.9994518386,0.993756310192,1
7.6251,19.527,0.99917834557,0.989429386455,2
7.5668,19.245,0.998796568505,0.982134011618,2
7.4982,18.88,0.998260010322,0.969739327214,2
7.4162,18.408,0.997503572681,0.948920501689,2
7.3164,17.811,0.996421982726,0.915054697881,3
7.1926,17.075,0.994848740948,0.862357092786,3
7.0349,16.191,0.992511976139,0.783764870362,3
6.8277,15.14,0.988934021351,0.670800917195,3
7.8298,20.493,0.999998932078,0.999998607857,0
7.7611,20.461,0.999995394976,0.999993838951,0
7.6864,20.426,0.99998886208,0.999984269571,0
7.6048,20.386,0.999978559493,0.999968317017,4
7.5153,20.342,0.999963718157,0.999943283594,4
7.4168,20.29,0.999943423982,0.999905410943,4
7.3077,20.231,0.999915796371,0.999848967891,4
7.1862,20.161,0.999879832787,0.999765372864,5
7.05,20.078,0.999833051064,0.99964026784,5
6.8962,19.978,0.999772272246,0.999449098146,5
6.7211,19.855,0.999694321984,0.999148598828,5
6.5197,19.7,0.999593514516,0.998653721391,6
6.2853,19.496,0.999464672373,0.997777982064,6
6.0085,19.216,0.999298012291,0.99606054829,6
5.6757,18.806,0.999081679382,0.992123035438,6
7.8725,20.477,0.999994688851,0.999985297479,0
7.8497,20.43,0.999976542363,0.999935600372,0
7.8244,20.377,0.999941511317,0.999840993914,0
7.7961,20.32,0.999884325549,0.999688237231,7
7.7643,20.255,0.99979740082,0.999459625718,7
7.7284,20.184,0.999671264229,0.999132383126,7
7.6874,20.103,0.999492033077,0.998674429584,7
7.6403,20.012,0.999239998229,0.998042747083,8
7.5855,19.909,0.998887599256,0.997175791494,8
7.521,19.789,0.99839457047,0.995989983328,8
7.4439,19.651,0.99769937841,0.99435934892,8
7.3503,19.488,0.996706241814,0.99209525364,9
7.2342,19.294,0.995267421376,0.988912938237,9
7.0865,19.06,0.99313300475,0.984347830049,9
6.8924,18.771,0.989870545311,0.97761706302,9
